Book Name,Author,Author_Rating,Book_average_rating,genre,sale price,combined
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Excellent,4.16,genre fiction,0.99,In the Heart of the Sea: The Tragedy of the Whaleship Essex Nathaniel Philbrick genre fiction
Infidel,Ayaan Hirsi Ali,Excellent,4.2,genre fiction,0.99,Infidel Ayaan Hirsi Ali genre fiction
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,Intermediate,3.88,genre fiction,6.99,The Black Swan: The Impact of the Highly Improbable Nassim Nicholas Taleb genre fiction
The Twelve,Justin Cronin,Intermediate,3.98,genre fiction,4.99,The Twelve Justin Cronin genre fiction
ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,"Aleksandr Solzhenitsyn, H.T. Willetts",Intermediate,3.94,genre fiction,5.99,"ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð° Aleksandr Solzhenitsyn, H.T. Willetts genre fiction"
The Diamond Age,Neal Stephenson,Excellent,4.19,genre fiction,8.99,The Diamond Age Neal Stephenson genre fiction
A Canticle for Leibowitz,Walter M. Miller Jr.,Intermediate,3.97,genre fiction,0.99,A Canticle for Leibowitz Walter M. Miller Jr. genre fiction
á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·,"Sophocles, J.E. Thomas",Intermediate,3.6,genre fiction,0.99,"á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î· Sophocles, J.E. Thomas genre fiction"
Brooklyn,Colm TÃ³ibÃ­n,Intermediate,3.63,genre fiction,15.37,Brooklyn Colm TÃ³ibÃ­n genre fiction
Wither,Lauren DeStefano,Intermediate,3.81,genre fiction,3.82,Wither Lauren DeStefano genre fiction
Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,Intermediate,3.99,genre fiction,3.99,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis J.D. Vance genre fiction
Crossroads of Twilight,Robert Jordan,Intermediate,3.82,genre fiction,3.99,Crossroads of Twilight Robert Jordan genre fiction
The Red Badge of Courage,Stephen Crane,Novice,3.21,genre fiction,10.99,The Red Badge of Courage Stephen Crane genre fiction
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Excellent,4.17,genre fiction,10.65,What If?: Serious Scientific Answers to Absurd Hypothetical Questions Randall Munroe genre fiction
Gardens of the Moon,Steven Erikson,Intermediate,3.85,genre fiction,3.99,Gardens of the Moon Steven Erikson genre fiction
A Bruxa de Portobello,Paulo Coelho,Intermediate,3.51,genre fiction,12.29,A Bruxa de Portobello Paulo Coelho genre fiction
A Swiftly Tilting Planet,Madeleine L'Engle,Excellent,4.13,genre fiction,2.99,A Swiftly Tilting Planet Madeleine L'Engle genre fiction
Gregor the Overlander,Suzanne Collins,Intermediate,3.99,genre fiction,2.99,Gregor the Overlander Suzanne Collins genre fiction
Sing You Home,Jodi Picoult,Intermediate,3.76,genre fiction,4.78,Sing You Home Jodi Picoult genre fiction
The Tale of the Body Thief,Anne Rice,Intermediate,3.7,fiction,1.99,The Tale of the Body Thief Anne Rice fiction
The Camel Club,David Baldacci,Excellent,4.02,nonfiction,1.29,The Camel Club David Baldacci nonfiction
Saving The World and Other Extreme Sports,James Patterson,Excellent,4.16,genre fiction,6.93,Saving The World and Other Extreme Sports James Patterson genre fiction
Blood of the Fold,Terry Goodkind,Intermediate,3.98,genre fiction,0.99,Blood of the Fold Terry Goodkind genre fiction
The Boleyn Inheritance,Philippa Gregory,Intermediate,3.84,genre fiction,5.99,The Boleyn Inheritance Philippa Gregory genre fiction
A Spool of Blue Thread,Anne Tyler,Novice,3.4,genre fiction,10.99,A Spool of Blue Thread Anne Tyler genre fiction
The Underground Railroad,Colson Whitehead,Excellent,4.04,genre fiction,4.99,The Underground Railroad Colson Whitehead genre fiction
Masquerade,Melissa de la Cruz,Intermediate,3.91,genre fiction,0.99,Masquerade Melissa de la Cruz genre fiction
The Iron Queen,Julie Kagawa,Excellent,4.24,nonfiction,3.99,The Iron Queen Julie Kagawa nonfiction
Losing It,Cora Carmack,Intermediate,3.77,genre fiction,4.99,Losing It Cora Carmack genre fiction
The Racketeer,John Grisham,Intermediate,3.79,genre fiction,2.99,The Racketeer John Grisham genre fiction
Disgrace,J.M. Coetzee,Intermediate,3.83,fiction,9.99,Disgrace J.M. Coetzee fiction
The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",Excellent,4.36,genre fiction,1.99,"The House at Pooh Corner A.A. Milne, Ernest H. Shepard genre fiction"
The Black Prism,Brent Weeks,Excellent,4.24,genre fiction,3.99,The Black Prism Brent Weeks genre fiction
The Mermaid Chair,Sue Monk Kidd,Novice,3.1,genre fiction,2.99,The Mermaid Chair Sue Monk Kidd genre fiction
Frog and Toad Are Friends,Arnold Lobel,Excellent,4.18,nonfiction,2.99,Frog and Toad Are Friends Arnold Lobel nonfiction
The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",Intermediate,3.97,genre fiction,0.99,"The Carnivorous Carnival Lemony Snicket, Brett Helquist genre fiction"
Heist Society,Ally Carter,Intermediate,3.91,genre fiction,7.99,Heist Society Ally Carter genre fiction
Behind Closed Doors,B.A. Paris,Intermediate,3.93,fiction,8.59,Behind Closed Doors B.A. Paris fiction
The Killer Angels,Michael Shaara,Excellent,4.3,nonfiction,0.99,The Killer Angels Michael Shaara nonfiction
"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,Excellent,4.16,fiction,3.99,"Circus of the Damned (Anita Blake, Vampire Hunter, #3) Laurell K. Hamilton fiction"
Ptolemy's Gate,Jonathan Stroud,Excellent,4.24,genre fiction,11.89,Ptolemy's Gate Jonathan Stroud genre fiction
The Island of Dr. Moreau,H.G. Wells,Intermediate,3.72,genre fiction,5.99,The Island of Dr. Moreau H.G. Wells genre fiction
Opal,Jennifer L. Armentrout,Excellent,4.34,genre fiction,0.99,Opal Jennifer L. Armentrout genre fiction
Zeitoun,Dave Eggers,Excellent,4.08,genre fiction,3.82,Zeitoun Dave Eggers genre fiction
Out of My Mind,Sharon M. Draper,Excellent,4.37,nonfiction,2.99,Out of My Mind Sharon M. Draper nonfiction
Rapture,Lauren Kate,Excellent,4.03,nonfiction,11.99,Rapture Lauren Kate nonfiction
Switched,Amanda Hocking,Intermediate,3.89,genre fiction,5.99,Switched Amanda Hocking genre fiction
Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Excellent,4.03,fiction,7.99,"Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾ Boris Pasternak, Max Hayward, Manya Harari, John Bayley fiction"
Pines,Blake Crouch,Intermediate,3.88,genre fiction,0.99,Pines Blake Crouch genre fiction
Disclosure,Michael Crichton,Intermediate,3.76,genre fiction,7.99,Disclosure Michael Crichton genre fiction
Death Comes to Pemberley,P.D. James,Novice,3.21,genre fiction,3.99,Death Comes to Pemberley P.D. James genre fiction
Ethan Frome,Edith Wharton,Novice,3.35,nonfiction,3.79,Ethan Frome Edith Wharton nonfiction
A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",Intermediate,3.78,genre fiction,3.03,"A Map of the World Jane Hamilton, Frank  Muller, C.J. Critt genre fiction"
It Ends with Us,Colleen Hoover,Famous,4.44,fiction,6.99,It Ends with Us Colleen Hoover fiction
The Gift of the Magi,"O. Henry, Lisbeth Zwerger",Excellent,4.07,nonfiction,8.89,"The Gift of the Magi O. Henry, Lisbeth Zwerger nonfiction"
The Electric Kool-Aid Acid Test,Tom Wolfe,Intermediate,3.92,genre fiction,2.99,The Electric Kool-Aid Acid Test Tom Wolfe genre fiction
The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",Novice,3.46,genre fiction,4.95,"The Naked Lunch William S. Burroughs, James Grauerholz, Barry  Miles genre fiction"
The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Excellent,4.28,genre fiction,3.99,"The Sandman: Dream Country Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson genre fiction"
A Painted House,John Grisham,Intermediate,3.67,nonfiction,0.99,A Painted House John Grisham nonfiction
The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",Excellent,4.05,genre fiction,7.69,"The Left Hand of Darkness Ursula K. Le Guin, Lech JÄ™czmyk genre fiction"
Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",Intermediate,3.84,fiction,10.74,"Let It Snow: Three Holiday Romances John Green, Maureen Johnson, Lauren Myracle fiction"
"Full Dark, No Stars",Stephen King,Excellent,4.03,genre fiction,5.99,"Full Dark, No Stars Stephen King genre fiction"
Being Mortal: Medicine and What Matters in the End,Atul Gawande,Famous,4.4,genre fiction,2.99,Being Mortal: Medicine and What Matters in the End Atul Gawande genre fiction
Intensity,Dean Koontz,Excellent,4.04,genre fiction,0.99,Intensity Dean Koontz genre fiction
Chelsea Chelsea Bang Bang,Chelsea Handler,Intermediate,3.81,children,4.5,Chelsea Chelsea Bang Bang Chelsea Handler children
Et dukkehjem,"Henrik Ibsen, Michael   Meyer",Intermediate,3.69,genre fiction,14.99,"Et dukkehjem Henrik Ibsen, Michael   Meyer genre fiction"
Hawaii,James A. Michener,Excellent,4.18,genre fiction,2.0,Hawaii James A. Michener genre fiction
Revolutionary Road,Richard Yates,Intermediate,3.89,genre fiction,6.94,Revolutionary Road Richard Yates genre fiction
Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",Intermediate,3.73,genre fiction,7.99,"Nick & Norah's Infinite Playlist Rachel Cohn, David Levithan genre fiction"
Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",Excellent,4.06,nonfiction,12.59,"Rosencrantz and Guildenstern are Dead Tom Stoppard, Henry Popkin nonfiction"
Forever,Maggie Stiefvater,Intermediate,3.91,genre fiction,7.81,Forever Maggie Stiefvater genre fiction
The Beach,Alex Garland,Intermediate,3.91,fiction,5.56,The Beach Alex Garland fiction
Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",Intermediate,3.92,genre fiction,2.99,"Saving CeeCee Honeycutt Beth Hoffman, Jenna Lamia genre fiction"
Deadlocked,Charlaine Harris,Intermediate,3.65,nonfiction,9.99,Deadlocked Charlaine Harris nonfiction
Everything's Eventual: 14 Dark Tales,Stephen King,Intermediate,3.94,fiction,2.99,Everything's Eventual: 14 Dark Tales Stephen King fiction
Beezus and Ramona,Beverly Cleary,Intermediate,3.97,genre fiction,6.99,Beezus and Ramona Beverly Cleary genre fiction
The Farthest Shore,Ursula K. Le Guin,Excellent,4.11,nonfiction,1.99,The Farthest Shore Ursula K. Le Guin nonfiction
Airframe,Michael Crichton,Intermediate,3.66,genre fiction,0.99,Airframe Michael Crichton genre fiction
Magician,Raymond E. Feist,Excellent,4.17,genre fiction,7.69,Magician Raymond E. Feist genre fiction
Bet Me,Jennifer Crusie,Intermediate,3.95,genre fiction,7.99,Bet Me Jennifer Crusie genre fiction
Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,Excellent,4.31,genre fiction,2.99,Long Walk to Freedom: The Autobiography of Nelson Mandela Nelson Mandela genre fiction
Gray Mountain,John Grisham,Intermediate,3.52,nonfiction,0.99,Gray Mountain John Grisham nonfiction
The Power of One,Bryce Courtenay,Excellent,4.34,genre fiction,7.99,The Power of One Bryce Courtenay genre fiction
The Maltese Falcon,Dashiell Hammett,Intermediate,3.92,genre fiction,7.99,The Maltese Falcon Dashiell Hammett genre fiction
Night Road,Kristin Hannah,Excellent,4.17,genre fiction,0.99,Night Road Kristin Hannah genre fiction
Tripwire,Lee Child,Excellent,4.07,genre fiction,2.99,Tripwire Lee Child genre fiction
